Age,Gender,MaritalStatus,EducationLevel,EducationBackground,JobRole,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TotalWorkExperienceInYears,ExperienceYearsInCurrentRole,PerformanceRating,PerformanceResult
Young labor group,Male,Single,1,Marketing,Sales Representative,4,4,2,0,0,3,Meet Expectation
Young labor group,Male,Married,1,Technical Degree,Developer,3,3,3,3,1,3,Meet Expectation
Middle-aged labor group,Female,Married,4,Medical,Developer,3,3,2,16,11,3,Meet Expectation
Middle-aged labor group,Female,Single,3,Medical,Developer,2,4,3,18,2,3,Meet Expectation
Middle-aged labor group,Female,Single,3,Marketing,Sales Executive,3,4,3,16,2,3,Meet Expectation
Main labor group,Female,Married,3,Life Sciences,Sales Executive,2,3,3,4,2,2,Needs Improvement
Middle-aged labor group,Male,Divorced,1,Life Sciences,Sales Executive,3,3,3,12,7,3,Meet Expectation
Main labor group,Female,Married,1,Life Sciences,Human Resources,3,4,3,8,7,4,Exceed Expectation
Main labor group,Male,Divorced,2,Medical,Developer,2,4,3,7,2,3,Meet Expectation
Old labor group,Male,Single,4,Life Sciences,Business Analyst,1,4,3,18,2,4,Exceed Expectation
Main labor group,Male,Married,3,Life Sciences,Sales Executive,1,4,3,6,2,2,Needs Improvement
Main labor group,Male,Married,3,Human Resources,Human Resources,3,4,1,12,9,3,Meet Expectation
Middle-aged labor group,Male,Single,3,Medical,Technical Lead,3,2,2,9,5,3,Meet Expectation
Main labor group,Female,Single,5,Technical Degree,Developer,4,2,3,19,2,4,Exceed Expectation
Main labor group,Female,Single,3,Life Sciences,Developer,1,3,2,5,4,3,Meet Expectation
Main labor group,Female,Divorced,3,Technical Degree,Developer,4,4,3,8,2,3,Meet Expectation
Middle-aged labor group,Male,Married,4,Life Sciences,Developer,3,4,3,7,0,4,Exceed Expectation
Young labor group,Female,Single,1,Medical,Technical Lead,2,4,3,1,0,3,Meet Expectation
Main labor group,Male,Married,5,Marketing,Sales Executive,3,1,3,10,8,3,Meet Expectation
Old labor group,Male,Married,2,Marketing,Sales Representative,2,4,1,13,7,2,Needs Improvement
Middle-aged labor group,Male,Divorced,3,Life Sciences,Developer,2,3,1,20,9,3,Meet Expectation
Main labor group,Female,Single,3,Marketing,Sales Executive,2,4,3,9,8,2,Needs Improvement
Main labor group,Male,Married,1,Technical Degree,Technical Lead,4,1,3,10,7,3,Meet Expectation
Old labor group,Female,Married,3,Medical,Technical Lead,2,2,2,9,0,4,Exceed Expectation
Main labor group,Male,Married,4,Marketing,Sales Executive,3,1,2,15,11,3,Meet Expectation
Main labor group,Female,Married,4,Marketing,Sales Representative,3,4,3,6,3,3,Meet Expectation
Main labor group,Male,Divorced,3,Medical,Developer,4,4,1,6,2,3,Meet Expectation
Main labor group,Male,Married,3,Medical,Developer,3,3,1,5,2,3,Meet Expectation
Old labor group,Male,Divorced,2,Life Sciences,Developer,3,2,1,12,3,3,Meet Expectation
Main labor group,Male,Divorced,3,Medical,Technical Lead,3,4,2,1,1,3,Meet Expectation
Middle-aged labor group,Female,Single,3,Life Sciences,Technical Lead,3,2,3,21,4,3,Meet Expectation
Middle-aged labor group,Male,Divorced,3,Life Sciences,Developer,1,1,3,13,8,3,Meet Expectation
Main labor group,Female,Married,3,Life Sciences,Sales Executive,2,3,3,12,9,2,Needs Improvement
Main labor group,Female,Single,4,Life Sciences,Sales Executive,1,3,4,12,3,4,Exceed Expectation
Main labor group,Male,Single,5,Life Sciences,Developer,3,1,3,8,4,4,Exceed Expectation
Main labor group,Male,Married,3,Technical Degree,Technical Lead,3,4,2,6,2,3,Meet Expectation
Young labor group,Female,Single,1,Technical Degree,Sales Representative,3,1,4,1,0,4,Exceed Expectation
Main labor group,Male,Single,2,Medical,Technical Lead,4,3,2,13,7,3,Meet Expectation
Main labor group,Male,Divorced,3,Medical,Developer,3,3,3,12,9,3,Meet Expectation
Middle-aged labor group,Female,Divorced,2,Life Sciences,Sales Executive,3,1,4,9,4,3,Meet Expectation
Old labor group,Female,Divorced,3,Life Sciences,Developer,3,3,3,19,2,3,Meet Expectation
Main labor group,Male,Single,3,Life Sciences,Developer,3,1,4,4,1,3,Meet Expectation
Young labor group,Male,Single,3,Life Sciences,Developer,2,3,2,1,0,4,Exceed Expectation
Middle-aged labor group,Female,Divorced,2,Marketing,Sales Executive,2,3,3,24,13,2,Needs Improvement
Main labor group,Female,Single,2,Life Sciences,Technical Lead,3,3,3,2,2,3,Meet Expectation
Main labor group,Female,Single,2,Medical,Developer,4,4,3,9,2,3,Meet Expectation
Middle-aged labor group,Female,Single,2,Marketing,Sales Representative,2,4,2,4,3,3,Meet Expectation
Middle-aged labor group,Male,Married,3,Medical,Developer,3,4,2,5,2,3,Meet Expectation
Old labor group,Female,Divorced,2,Medical,Technical Lead,4,3,3,5,2,3,Meet Expectation
Main labor group,Female,Married,3,Medical,Developer,4,4,3,8,7,3,Meet Expectation
Main labor group,Female,Married,1,Medical,Developer,4,2,3,21,8,3,Meet Expectation
Main labor group,Male,Married,1,Life Sciences,Technical Lead,4,3,2,10,9,3,Meet Expectation
Old labor group,Female,Single,3,Medical,Developer,4,3,3,21,7,3,Meet Expectation
Old labor group,Male,Married,4,Life Sciences,Developer,3,1,3,34,18,3,Meet Expectation
Main labor group,Female,Single,3,Medical,Developer,4,4,2,7,7,3,Meet Expectation
Main labor group,Male,Married,2,Life Sciences,Developer,2,1,3,8,0,3,Meet Expectation
Middle-aged labor group,Male,Divorced,3,Medical,Technical Lead,4,4,4,7,4,3,Meet Expectation
Middle-aged labor group,Male,Married,2,Medical,Technical Lead,1,4,3,22,8,3,Meet Expectation
Main labor group,Male,Married,3,Life Sciences,Developer,2,1,2,8,7,3,Meet Expectation
Main labor group,Female,Single,3,Medical,Developer,2,4,3,10,2,3,Meet Expectation
Middle-aged labor group,Female,Divorced,2,Medical,Developer,3,2,3,11,3,3,Meet Expectation
Main labor group,Male,Married,4,Life Sciences,Technical Lead,4,2,3,14,0,3,Meet Expectation
Main labor group,Male,Married,3,Technical Degree,Technical Lead,4,1,1,9,7,3,Meet Expectation
Main labor group,Male,Married,1,Technical Degree,Developer,3,3,3,6,2,3,Meet Expectation
Middle-aged labor group,Male,Divorced,4,Life Sciences,Technical Lead,4,1,3,7,7,3,Meet Expectation
Main labor group,Male,Divorced,4,Medical,Developer,4,4,4,5,3,3,Meet Expectation
Main labor group,Male,Married,2,Medical,Developer,3,3,4,15,2,3,Meet Expectation
Main labor group,Male,Married,1,Medical,Technical Lead,2,2,3,17,0,3,Meet Expectation
Main labor group,Female,Married,3,Marketing,Sales Executive,2,4,2,10,4,2,Needs Improvement
Young labor group,Male,Divorced,3,Life Sciences,Technical Lead,4,1,2,4,2,3,Meet Expectation
Main labor group,Female,Single,1,Medical,Developer,2,1,3,8,1,3,Meet Expectation
Main labor group,Male,Married,5,Life Sciences,Technical Lead,4,4,1,5,2,3,Meet Expectation
Main labor group,Male,Married,4,Medical,Sales Executive,4,3,2,14,8,3,Meet Expectation
Main labor group,Female,Single,3,Life Sciences,Sales Executive,4,4,3,7,7,3,Meet Expectation
Old labor group,Male,Married,4,Life Sciences,Data Scientist,2,4,1,16,9,3,Meet Expectation
Middle-aged labor group,Female,Single,3,Life Sciences,Manager,4,3,3,16,0,3,Meet Expectation
Main labor group,Female,Single,4,Marketing,Sales Executive,3,3,2,9,3,3,Meet Expectation
Main labor group,Male,Single,3,Technical Degree,Developer,3,4,2,7,2,3,Meet Expectation
Middle-aged labor group,Female,Single,3,Medical,Sales Executive,4,4,3,23,7,3,Meet Expectation
Old labor group,Female,Married,3,Marketing,Sales Executive,4,4,3,16,2,3,Meet Expectation
Main labor group,Male,Single,2,Life Sciences,Technical Lead,4,4,4,16,11,3,Meet Expectation
Main labor group,Male,Divorced,3,Other,Developer,2,3,3,10,8,3,Meet Expectation
Main labor group,Male,Married,4,Medical,Developer,3,4,3,6,4,3,Meet Expectation
Main labor group,Male,Divorced,4,Marketing,Sales Representative,1,3,3,13,8,2,Needs Improvement
Main labor group,Female,Married,1,Medical,Sales Executive,2,4,3,11,10,2,Needs Improvement
Main labor group,Female,Single,3,Marketing,Sales Executive,3,1,4,10,7,4,Exceed Expectation
Main labor group,Male,Single,1,Medical,Developer,3,3,2,4,3,3,Meet Expectation
Old labor group,Female,Single,3,Life Sciences,Technical Lead,3,2,2,6,2,3,Meet Expectation
Middle-aged labor group,Male,Married,2,Technical Degree,Developer,3,4,3,22,17,3,Meet Expectation
Old labor group,Male,Married,2,Medical,Human Resources,2,4,2,7,2,2,Needs Improvement
Middle-aged labor group,Female,Divorced,4,Medical,Manager,4,3,2,32,0,3,Meet Expectation
Main labor group,Male,Married,3,Medical,Developer,3,3,1,8,4,3,Meet Expectation
Middle-aged labor group,Female,Married,3,Marketing,Manager,4,3,3,22,13,4,Exceed Expectation
Main labor group,Female,Married,2,Life Sciences,Developer,1,1,4,13,7,3,Meet Expectation
Old labor group,Male,Single,4,Life Sciences,Manager,1,4,4,33,7,2,Needs Improvement
Main labor group,Male,Single,3,Life Sciences,Developer,4,4,1,4,2,3,Meet Expectation
Main labor group,Female,Divorced,4,Medical,Data Scientist,3,3,3,7,2,3,Meet Expectation
Main labor group,Male,Married,4,Marketing,Sales Executive,3,1,3,4,2,3,Meet Expectation
Middle-aged labor group,Male,Divorced,2,Life Sciences,Data Scientist,3,1,2,17,0,3,Meet Expectation
Main labor group,Male,Divorced,4,Medical,Technical Lead,2,1,3,9,2,2,Needs Improvement
Main labor group,Female,Married,4,Life Sciences,Developer,3,3,2,2,2,3,Meet Expectation
Main labor group,Male,Married,4,Life Sciences,Developer,4,2,3,13,9,3,Meet Expectation
Main labor group,Female,Married,2,Medical,Technical Lead,3,1,2,17,1,3,Meet Expectation
Middle-aged labor group,Male,Married,4,Life Sciences,Technical Lead,1,4,3,9,2,4,Exceed Expectation
Main labor group,Male,Divorced,3,Medical,Developer,1,2,3,17,0,3,Meet Expectation
Main labor group,Female,Single,4,Technical Degree,Developer,3,4,3,20,6,4,Exceed Expectation
Middle-aged labor group,Female,Single,2,Life Sciences,Developer,4,3,3,10,2,3,Meet Expectation
Main labor group,Male,Divorced,2,Marketing,Sales Executive,4,4,3,10,2,3,Meet Expectation
Main labor group,Female,Married,3,Life Sciences,Developer,1,4,3,5,2,3,Meet Expectation
Middle-aged labor group,Female,Divorced,3,Medical,Developer,4,3,3,10,6,3,Meet Expectation
Main labor group,Male,Divorced,2,Medical,Data Scientist,1,4,3,22,7,2,Needs Improvement
Old labor group,Male,Married,3,Life Sciences,Developer,3,2,2,1,0,3,Meet Expectation
Main labor group,Male,Married,3,Life Sciences,Technical Lead,2,3,1,5,1,3,Meet Expectation
Main labor group,Male,Married,2,Life Sciences,Sales Executive,4,4,3,13,7,3,Meet Expectation
Main labor group,Male,Single,1,Technical Degree,Developer,4,4,3,9,2,3,Meet Expectation
Middle-aged labor group,Female,Married,3,Technical Degree,Manager,3,2,2,28,7,3,Meet Expectation
Main labor group,Male,Single,4,Life Sciences,Developer,1,3,1,5,0,3,Meet Expectation
Main labor group,Male,Married,3,Medical,Sales Executive,1,2,3,10,0,3,Meet Expectation
Main labor group,Male,Married,3,Medical,Data Scientist,2,2,3,10,0,4,Exceed Expectation
Main labor group,Male,Divorced,2,Life Sciences,Developer,2,4,3,6,3,3,Meet Expectation
Middle-aged labor group,Male,Married,2,Medical,Technical Lead,3,2,3,21,7,3,Meet Expectation
Old labor group,Male,Single,3,Medical,Developer,4,3,3,37,10,3,Meet Expectation
Main labor group,Male,Married,3,Medical,Technical Lead,4,4,2,5,2,4,Exceed Expectation
Main labor group,Male,Married,4,Medical,Sales Executive,3,2,4,7,4,4,Exceed Expectation
Young labor group,Male,Single,2,Medical,Developer,4,1,4,3,2,4,Exceed Expectation
Main labor group,Female,Divorced,4,Medical,Developer,1,1,3,15,2,3,Meet Expectation
Main labor group,Female,Divorced,3,Life Sciences,Technical Lead,2,2,2,10,7,3,Meet Expectation
Main labor group,Female,Divorced,2,Medical,Sales Executive,1,3,3,8,0,4,Exceed Expectation
Main labor group,Female,Divorced,3,Life Sciences,Data Scientist,3,1,1,6,5,3,Meet Expectation
Middle-aged labor group,Male,Divorced,1,Life Sciences,Developer,1,1,2,28,4,2,Needs Improvement
Old labor group,Male,Married,4,Medical,Technical Lead,3,4,2,21,3,3,Meet Expectation
Middle-aged labor group,Male,Married,1,Life Sciences,Sales Executive,2,3,3,20,16,2,Needs Improvement
Main labor group,Male,Married,2,Medical,Developer,1,3,3,5,3,3,Meet Expectation
Main labor group,Female,Single,3,Life Sciences,Technical Lead,4,2,3,17,12,3,Meet Expectation
Middle-aged labor group,Male,Divorced,3,Life Sciences,Developer,4,4,1,19,0,3,Meet Expectation
Main labor group,Male,Divorced,4,Life Sciences,Developer,4,2,3,10,2,3,Meet Expectation
Main labor group,Male,Divorced,4,Medical,Data Scientist,1,4,3,5,2,3,Meet Expectation
Main labor group,Female,Single,2,Life Sciences,Technical Lead,4,4,3,5,3,4,Exceed Expectation
Middle-aged labor group,Female,Single,4,Life Sciences,Developer,3,4,3,22,2,3,Meet Expectation
Main labor group,Female,Divorced,3,Marketing,Sales Representative,4,3,2,2,2,3,Meet Expectation
Main labor group,Male,Single,4,Marketing,Sales Executive,4,2,3,8,7,3,Meet Expectation
Main labor group,Male,Married,3,Medical,Developer,2,3,2,4,2,2,Needs Improvement
Middle-aged labor group,Female,Married,3,Marketing,Sales Executive,3,4,4,23,4,3,Meet Expectation
Young labor group,Male,Single,3,Life Sciences,Developer,3,3,3,0,0,3,Meet Expectation
Main labor group,Male,Married,3,Marketing,Sales Executive,3,3,2,12,9,3,Meet Expectation
Main labor group,Male,Married,4,Life Sciences,Developer,3,4,3,4,0,3,Meet Expectation
Old labor group,Male,Divorced,3,Medical,Technical Lead,4,4,3,13,1,3,Meet Expectation
Middle-aged labor group,Male,Single,4,Life Sciences,Manager,4,2,3,22,10,3,Meet Expectation
Young labor group,Female,Single,3,Medical,Sales Representative,4,1,3,0,0,3,Meet Expectation
Main labor group,Male,Single,2,Medical,Data Scientist,2,3,3,9,3,3,Meet Expectation
Main labor group,Male,Divorced,3,Medical,Technical Lead,3,1,2,19,10,3,Meet Expectation
Main labor group,Female,Married,4,Life Sciences,Technical Lead,2,3,3,11,8,3,Meet Expectation
Main labor group,Male,Married,3,Life Sciences,Sales Executive,4,3,2,13,8,3,Meet Expectation
Main labor group,Female,Married,2,Life Sciences,Developer,1,3,3,19,8,3,Meet Expectation
Main labor group,Male,Married,4,Technical Degree,Developer,3,3,3,6,2,3,Meet Expectation
Main labor group,Male,Married,3,Human Resources,Human Resources,1,4,3,9,2,2,Needs Improvement
Middle-aged labor group,Male,Divorced,3,Life Sciences,Technical Lead,1,1,3,24,9,3,Meet Expectation
Main labor group,Male,Divorced,4,Life Sciences,Developer,3,2,1,3,2,3,Meet Expectation
Main labor group,Female,Married,4,Life Sciences,Developer,4,2,3,12,6,3,Meet Expectation
Main labor group,Male,Married,1,Medical,Developer,3,4,3,21,9,3,Meet Expectation
Middle-aged labor group,Female,Single,4,Life Sciences,Developer,3,1,3,9,7,3,Meet Expectation
Middle-aged labor group,Female,Single,2,Technical Degree,Technical Lead,3,4,3,25,1,3,Meet Expectation
Main labor group,Female,Single,3,Life Sciences,Technical Lead,3,2,2,4,3,3,Meet Expectation
Main labor group,Female,Married,2,Technical Degree,Sales Executive,3,4,3,13,12,3,Meet Expectation
Main labor group,Male,Single,3,Life Sciences,Sales Executive,4,1,3,5,4,3,Meet Expectation
Main labor group,Male,Divorced,3,Marketing,Sales Executive,4,4,3,13,7,3,Meet Expectation
Main labor group,Female,Single,4,Medical,Technical Lead,1,3,2,10,7,3,Meet Expectation
Main labor group,Female,Married,2,Medical,Delivery Manager,4,4,3,11,8,3,Meet Expectation
Main labor group,Male,Married,2,Medical,Developer,3,1,3,21,9,3,Meet Expectation
Main labor group,Female,Married,2,Medical,Sales Executive,4,1,2,12,0,3,Meet Expectation
Main labor group,Male,Single,3,Marketing,Sales Executive,2,3,2,9,7,4,Exceed Expectation
Middle-aged labor group,Male,Married,5,Life Sciences,Data Scientist,4,2,3,21,2,3,Meet Expectation
Main labor group,Male,Married,1,Marketing,Sales Executive,3,4,3,6,4,3,Meet Expectation
Middle-aged labor group,Female,Married,3,Life Sciences,Delivery Manager,3,1,2,10,0,3,Meet Expectation
Middle-aged labor group,Male,Married,4,Other,Developer,4,1,3,12,9,3,Meet Expectation
Main labor group,Male,Married,2,Medical,Sales Executive,2,3,2,6,3,3,Meet Expectation
Main labor group,Male,Married,4,Other,Developer,2,4,2,7,7,3,Meet Expectation
Main labor group,Female,Divorced,3,Marketing,Sales Executive,4,3,3,10,9,3,Meet Expectation
Main labor group,Female,Married,4,Marketing,Sales Executive,2,1,3,8,7,3,Meet Expectation
Main labor group,Male,Divorced,2,Medical,Delivery Manager,4,3,2,8,2,3,Meet Expectation
Main labor group,Male,Divorced,2,Life Sciences,Developer,3,2,3,12,10,3,Meet Expectation
Main labor group,Female,Single,4,Medical,Delivery Manager,3,3,2,11,9,3,Meet Expectation
Main labor group,Female,Divorced,1,Marketing,Sales Executive,4,1,3,7,7,3,Meet Expectation
Main labor group,Male,Single,4,Technical Degree,Delivery Manager,3,4,3,17,6,3,Meet Expectation
Middle-aged labor group,Male,Single,3,Medical,Developer,4,4,3,8,4,3,Meet Expectation
Middle-aged labor group,Male,Single,1,Medical,Sales Representative,2,1,3,5,0,3,Meet Expectation
Middle-aged labor group,Female,Single,5,Life Sciences,Developer,1,2,3,16,0,3,Meet Expectation
Main labor group,Male,Married,3,Life Sciences,Sales Executive,4,1,2,4,3,3,Meet Expectation
Middle-aged labor group,Male,Divorced,1,Technical Degree,Human Resources,3,3,3,4,2,3,Meet Expectation
Main labor group,Male,Divorced,3,Medical,Delivery Manager,3,1,3,13,7,3,Meet Expectation
Main labor group,Male,Married,3,Life Sciences,Sales Executive,3,2,3,8,7,3,Meet Expectation
Young labor group,Female,Single,1,Technical Degree,Sales Representative,1,3,3,3,2,2,Needs Improvement
Main labor group,Female,Single,5,Medical,Sales Executive,4,2,3,7,0,3,Meet Expectation
Main labor group,Male,Married,4,Medical,Sales Executive,1,1,3,16,9,2,Needs Improvement
Old labor group,Male,Married,4,Medical,Developer,4,3,3,15,2,3,Meet Expectation
Main labor group,Female,Married,4,Life Sciences,Delivery Manager,4,3,3,10,7,3,Meet Expectation
Young labor group,Male,Single,2,Medical,Sales Representative,1,3,2,3,2,2,Needs Improvement
Middle-aged labor group,Male,Single,3,Marketing,Sales Executive,1,3,3,8,7,2,Needs Improvement
Main labor group,Male,Married,2,Marketing,Sales Executive,3,1,3,8,4,3,Meet Expectation
Main labor group,Male,Single,4,Life Sciences,Developer,3,4,3,3,2,3,Meet Expectation
Young labor group,Female,Single,3,Life Sciences,Sales Representative,3,4,3,1,0,3,Meet Expectation
Main labor group,Male,Single,3,Life Sciences,Delivery Manager,4,4,3,6,2,3,Meet Expectation
Main labor group,Male,Single,4,Life Sciences,Developer,3,3,3,10,1,3,Meet Expectation
Main labor group,Male,Divorced,2,Medical,Data Scientist,4,2,3,5,2,3,Meet Expectation
Main labor group,Male,Single,4,Life Sciences,Sales Executive,2,4,3,7,5,3,Meet Expectation
Middle-aged labor group,Male,Single,3,Other,Delivery Manager,2,3,3,26,2,3,Meet Expectation
Old labor group,Female,Married,2,Life Sciences,Sales Executive,3,3,2,18,7,3,Meet Expectation
Main labor group,Female,Married,3,Life Sciences,Developer,4,2,3,6,2,3,Meet Expectation
Main labor group,Male,Single,3,Marketing,Sales Executive,1,2,2,9,2,3,Meet Expectation
Old labor group,Female,Single,3,Life Sciences,Delivery Manager,3,3,3,30,4,3,Meet Expectation
Main labor group,Male,Married,1,Technical Degree,Sales Representative,3,1,3,1,0,3,Meet Expectation
Main labor group,Male,Single,1,Technical Degree,Developer,3,3,3,7,4,4,Exceed Expectation
Young labor group,Female,Married,3,Medical,Developer,1,4,3,2,1,3,Meet Expectation
Main labor group,Male,Married,2,Medical,Sales Executive,2,2,3,10,9,2,Needs Improvement
Main labor group,Male,Single,3,Technical Degree,Developer,3,3,3,3,0,4,Exceed Expectation
Main labor group,Female,Divorced,3,Life Sciences,Delivery Manager,4,3,2,18,7,3,Meet Expectation
Main labor group,Female,Divorced,2,Marketing,Sales Executive,4,3,3,8,4,3,Meet Expectation
Main labor group,Male,Single,4,Life Sciences,Delivery Manager,3,4,2,18,0,3,Meet Expectation
Middle-aged labor group,Male,Divorced,3,Life Sciences,Developer,1,3,3,25,10,2,Needs Improvement
Main labor group,Female,Married,3,Medical,Developer,2,2,3,20,0,4,Exceed Expectation
Old labor group,Male,Married,2,Medical,Developer,1,3,2,24,2,3,Meet Expectation
Main labor group,Female,Married,2,Medical,Developer,2,2,1,13,10,3,Meet Expectation
Middle-aged labor group,Male,Married,3,Medical,Developer,4,1,3,8,2,4,Exceed Expectation
Main labor group,Female,Single,2,Life Sciences,Sales Executive,2,2,3,5,4,2,Needs Improvement
Main labor group,Female,Married,5,Medical,Senior Developer,2,1,3,15,11,3,Meet Expectation
Main labor group,Male,Married,2,Life Sciences,Developer,4,3,3,4,2,3,Meet Expectation
Main labor group,Male,Divorced,1,Life Sciences,Senior Developer,2,3,3,21,8,2,Needs Improvement
Main labor group,Female,Single,3,Technical Degree,Sales Executive,2,2,3,6,4,2,Needs Improvement
Middle-aged labor group,Male,Married,3,Marketing,Sales Executive,2,3,3,10,7,3,Meet Expectation
Main labor group,Male,Divorced,2,Medical,Senior Developer,3,4,3,10,0,3,Meet Expectation
Main labor group,Male,Married,3,Medical,Developer,1,3,3,6,2,3,Meet Expectation
Old labor group,Male,Married,3,Medical,Developer,4,3,3,28,4,3,Meet Expectation
Middle-aged labor group,Male,Married,2,Life Sciences,Developer,1,4,2,8,2,3,Meet Expectation
Old labor group,Female,Married,2,Life Sciences,Data Scientist,4,4,1,31,2,3,Meet Expectation
Middle-aged labor group,Female,Divorced,2,Life Sciences,Developer,1,2,3,19,4,3,Meet Expectation
Main labor group,Female,Single,3,Life Sciences,Developer,3,3,3,11,4,4,Exceed Expectation
Old labor group,Female,Married,3,Life Sciences,Developer,1,4,1,33,8,3,Meet Expectation
Middle-aged labor group,Female,Divorced,3,Medical,Data Scientist,3,3,2,19,7,3,Meet Expectation
Young labor group,Female,Single,1,Technical Degree,Sales Representative,1,2,3,6,3,3,Meet Expectation
Main labor group,Female,Divorced,2,Marketing,Sales Representative,4,4,2,3,2,3,Meet Expectation
Main labor group,Male,Married,2,Life Sciences,Data Scientist,4,3,3,1,0,4,Exceed Expectation
Main labor group,Female,Married,4,Life Sciences,Manager,3,4,3,21,15,3,Meet Expectation
Main labor group,Female,Divorced,3,Life Sciences,Senior Developer,1,2,1,3,2,3,Meet Expectation
Main labor group,Male,Married,3,Life Sciences,Senior Developer,3,3,1,9,3,3,Meet Expectation
Main labor group,Male,Married,4,Medical,Developer,2,3,3,10,2,3,Meet Expectation
Main labor group,Female,Married,5,Technical Degree,Developer,3,2,4,6,2,3,Meet Expectation
Young labor group,Male,Single,2,Technical Degree,Human Resources,1,3,4,1,0,3,Meet Expectation
Main labor group,Female,Married,4,Other,Sales Executive,3,3,3,10,8,3,Meet Expectation
Old labor group,Male,Divorced,3,Marketing,Manager,1,3,2,32,0,3,Meet Expectation
Middle-aged labor group,Male,Married,4,Life Sciences,Senior Developer,2,2,3,28,10,3,Meet Expectation
Middle-aged labor group,Female,Divorced,2,Medical,Developer,1,3,3,20,0,3,Meet Expectation
Middle-aged labor group,Male,Married,3,Life Sciences,Senior Developer,1,3,1,26,2,3,Meet Expectation
Main labor group,Male,Single,3,Life Sciences,Developer,4,3,3,6,4,3,Meet Expectation
Old labor group,Female,Single,4,Life Sciences,Developer,3,3,3,19,0,3,Meet Expectation
Main labor group,Male,Divorced,4,Life Sciences,Senior Developer,4,3,3,14,3,3,Meet Expectation
Middle-aged labor group,Female,Married,3,Marketing,Sales Executive,3,3,3,15,2,3,Meet Expectation
Main labor group,Male,Divorced,1,Life Sciences,Senior Developer,3,4,4,13,8,3,Meet Expectation
Main labor group,Male,Married,1,Medical,Senior Developer,2,4,4,15,6,2,Needs Improvement
Main labor group,Male,Divorced,1,Medical,Developer,1,1,3,8,3,3,Meet Expectation
Main labor group,Male,Single,1,Marketing,Sales Representative,4,1,3,4,2,3,Meet Expectation
Main labor group,Male,Married,3,Life Sciences,Senior Developer,4,3,3,10,7,3,Meet Expectation
Main labor group,Male,Married,3,Life Sciences,Developer,1,1,3,12,0,3,Meet Expectation
Main labor group,Female,Divorced,3,Human Resources,Human Resources,2,3,3,11,2,3,Meet Expectation
Middle-aged labor group,Male,Married,2,Other,Data Scientist,2,4,3,8,2,3,Meet Expectation
Main labor group,Male,Single,4,Medical,Sales Executive,2,4,2,10,3,2,Needs Improvement
Young labor group,Male,Single,1,Technical Degree,Senior Developer,3,3,3,4,2,3,Meet Expectation
Middle-aged labor group,Female,Married,5,Marketing,Sales Executive,2,1,3,14,7,2,Needs Improvement
Old labor group,Female,Single,5,Life Sciences,Manager,1,4,3,37,9,2,Needs Improvement
Middle-aged labor group,Male,Single,2,Life Sciences,Sales Executive,4,4,3,16,3,3,Meet Expectation
Main labor group,Male,Married,3,Marketing,Sales Executive,2,3,3,15,9,2,Needs Improvement
Main labor group,Female,Married,1,Life Sciences,Developer,3,1,3,8,3,3,Meet Expectation
Main labor group,Male,Single,1,Life Sciences,Sales Executive,2,3,4,10,5,3,Meet Expectation
Middle-aged labor group,Male,Married,3,Medical,Developer,4,4,2,10,9,4,Exceed Expectation
Middle-aged labor group,Male,Married,3,Other,Sales Executive,4,2,4,9,7,3,Meet Expectation
Main labor group,Female,Divorced,5,Medical,Developer,1,3,3,10,1,3,Meet Expectation
Main labor group,Male,Divorced,3,Life Sciences,Manager,3,3,2,10,4,4,Exceed Expectation
Young labor group,Male,Single,3,Marketing,Sales Representative,2,4,3,0,0,3,Meet Expectation
Main labor group,Male,Divorced,3,Other,Sales Executive,3,3,3,20,0,3,Meet Expectation
Middle-aged labor group,Female,Single,4,Other,Developer,1,1,3,10,7,3,Meet Expectation
Main labor group,Female,Single,3,Medical,Sales Executive,1,4,3,5,4,3,Meet Expectation
Main labor group,Male,Single,4,Life Sciences,Sales Executive,4,4,3,10,7,3,Meet Expectation
Main labor group,Male,Single,3,Technical Degree,Developer,3,2,1,1,0,3,Meet Expectation
Main labor group,Female,Single,3,Technical Degree,Developer,2,4,4,12,5,4,Exceed Expectation
Middle-aged labor group,Female,Married,1,Medical,Senior Developer,1,4,2,28,2,2,Needs Improvement
Middle-aged labor group,Female,Married,5,Life Sciences,Manager,2,2,3,22,16,2,Needs Improvement
Old labor group,Male,Divorced,2,Technical Degree,Developer,4,2,3,18,9,3,Meet Expectation
Main labor group,Female,Married,3,Medical,Data Scientist,3,3,3,18,0,3,Meet Expectation
Main labor group,Female,Married,4,Life Sciences,Developer,2,2,2,8,5,3,Meet Expectation
Middle-aged labor group,Male,Divorced,4,Life Sciences,Senior Developer,4,3,3,31,9,3,Meet Expectation
Young labor group,Male,Married,3,Medical,Developer,2,2,3,6,5,3,Meet Expectation
Main labor group,Male,Married,2,Marketing,Sales Executive,1,4,4,6,3,3,Meet Expectation
Young labor group,Male,Married,2,Other,Developer,4,4,3,1,0,4,Exceed Expectation
Middle-aged labor group,Male,Married,3,Medical,Manager,1,3,3,32,5,2,Needs Improvement
Main labor group,Male,Married,1,Medical,Sales Representative,2,3,3,7,4,3,Meet Expectation
Young labor group,Female,Married,3,Life Sciences,Senior Developer,1,4,3,6,3,2,Needs Improvement
Main labor group,Male,Married,2,Life Sciences,Developer,2,4,3,6,5,3,Meet Expectation
